ticker,date,period,article_count,headlines,direction,distinct_events,cat_ai_infrastructure_platforms,cat_ai_product_platform_ecosystem,cat_analyst_consensus_signals,cat_autonomous_driving_robotaxi,cat_cloud_infrastructure_investment,cat_cybersecurity_service_incidents,cat_earnings_deliveries_production,cat_earnings_valuation_milestones,cat_enterprise_industry_adoption,cat_ev_market_competition_pricing,cat_gaming_consumer_products,cat_gaming_entertainment_strategy,cat_market_sector_sentiment,cat_musk_leadership_governance,cat_openai_partnership_governance,cat_regulatory_antitrust_legal,cat_regulatory_geopolitical_risk,cat_safety_recalls_regulatory,cat_supply_chain_competitive_dynamics,cat_workforce_operations_restructuring,actionability,capital_commitment_scale,ceo_focus_dilution,competitive_impact,controversy,directional_clarity,expected_duration,information_density,management_signal,materiality,narrative_shift,regulatory_risk,repeatedness,scope,sentiment_strength,supply_chain_significance,surprise,temporal_horizon,reasoning
MSFT,2024-04-02,cc,1,Microsoft Is Working On An Xbox AI Chatbot- The Verge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-03,cc,5,"De La Rue renews contract with Microsoft for five years | De La Rue Renews Contract With Microsoft | Scathing federal report rips Microsoft for shoddy security, insincerity in respo | Private equity firm CD&R to buy IT company Presidio from BC Partners | Review board to issue report detailing Microsoft's lapses in China hack, Washing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-04,cc,2,South Africa to investigate Microsoft over its cloud computing licensing practic | Microsoft: strategic partnership with Cloud Software Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-05,cc,1,Keyfactor's New Command SaaS Lite Solution Now Available in the Microsoft Azure ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-09,cc,5,"Microsoft to Invest $2.9 Billion in Japanese Data Centers by 2025, Nikkei Report | UPDATE1: Microsoft to invest $2.9 bil. in Japan to enhance AI data centers | Symbolica raises $31 mln to develop AI systems to compete with OpenAI | Microsoft to invest $2.9 bil. in Japan to enhance AI data centers | Microsoft to invest $2.9 billion to boost AI business in Japan - Nikkei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-10,cc,2,"Factbox-US, Japan to strike deals on defense, space at leaders' summit | Microsoft offers cybersecurity cooperation in meeting with Kishida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-11,cc,2,US cyber agency says Russian hackers use Microsoft access to steal government em | M&C Saatchi taps creative leaders from advertising agency McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-12,cc,2,"OpenAI's Altman pitches ChatGPT Enterprise to large firms, including some Micros | Microsoft announces quarterly earnings release date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-16,cc,4,"Bitcoin's Ascent Sparks Reemergence in Bitcoin Mining: BitMine Immersion Technol | Microsoft : invests $1.5 billion in Abu Dhabi’s G42 to accelerate AI development | Microsoft to invest $1.5 bln in Emirati AI firm G42, New York Times reports | Microsoft to announce $1.5 bln investment in AI firm G42, NYT reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-18,cc,2,"Microsoft's OpenAI partnership could face EU antitrust probe, sources say | CO280 and Aker Carbon Capture collaborate with Microsoft to scale-up permanent, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-19,cc,2,"Factbox-What is Volt Typhoon, the Chinese hacking group the FBI warns could deal | What is Volt Typhoon, the Chinese hacking group the FBI warns could deal a 'deva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-22,cc,3,"Dollar hits new 34-year peak against yen on higher US rate outlook | Microsoft : Cognizant and Microsoft announce global partnership to expand adopti | Microsoft Hires Ex-Meta Platforms Exec Jason Taylor To Boost Data Centers, OpenA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-25,cc,2,Microsoft-backed Rubrik's stock jumps nearly 21% in NYSE debut | Microsoft-backed Rubrik prices US IPO above range at $32/shr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-26,cc,13,"Microsoft: AI innovation lab with Estée Lauder | EU's Vestager meets French tech firm Mistral AI amid competition concerns | US equity funds see 4th straight week of outflows amid rate cut reassessment | The Estée Lauder Companies and Microsoft increase collaboration to power prestig | Microsoft: EPS up 20% in Q3 | News Highlights : Top Company News of the Day - Thursday at 11 PM ET | Microsoft results top Wall Street targets, driven by AI investment | Microsoft: Fiscal Q3 Earnings Snapshot | Microsoft earnings press release available on Investor Relations website | Microsoft : Cloud Strength Fuels Third Quarter Results | Leading in the era of AI: How Microsoft’s platform differentiation and Copilot e | Microsoft : Earnings Release FY24 Q3 | Microsoft beats quarterly revenue estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-30,cc,1,"Microsoft to invest $1.7 bln in cloud, AI in Indonesia, CEO says",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-01,cc,1,"Microsoft to power data centres with Brookfield renewables deal, FT reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-02,cc,5,News Highlights : Top Company News of the Day - Thursday at 3 PM ET | News Highlights : Top Company News of the Day - Thursday at 1 PM ET | Microsoft to invest $2.2 bil. on Malaysia's digital transformation | Microsoft to invest $2.2 bln in cloud and AI services in Malaysia | Microsoft to invest $2.2 billion in Malaysia's digital transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-03,cc,1,News Highlights : Top Company News of the Day - Thursday at 5 PM ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-07,cc,2,Microsoft hit with Spanish startups' complaint about cloud practices | Spain's Competition Authority to Look Into Cloud Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-08,cc,2,Microsoft: new AI data center in Wisconsin | Biden to unveil $3.3 billion Microsoft AI investment in battleground Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-09,cc,2,"How dependent is China on US artificial intelligence technology? | Futures dip on higher Treasury yields, jobless claims data awaited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-10,cc,1,What risks do advanced AI models pose in the wrong hands?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-15,cc,1,OpenAI co-founder Ilya Sutskever departs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-16,cc,1,Microsoft asks hundreds of China-based staff to relocate amid U.S.-China tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-17,cc,8,"Microsoft plans to release next Call of Duty version on subscription service, WS | DXC Technology Working With Ferrovial, Microsoft on AI Platform | Microsoft's Partnership With Mistral AI Cleared by U.K. Regulator -- Update | Microsoft's Partnership With Mistral AI Cleared by U.K. Regulator | UK's CMA says Microsoft-Mistral AI tie-up does not call for probe | Microsoft: EU requests information on AI in Bing | Sainsbury aims to be leading AI-enabled grocer as inks Microsoft deal | Sainsbury's Signs Deal With Microsoft to Boost AI Capabilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-20,cc,6,"Microsoft kicks off product event with AI devices in focus | Microsoft: alliance with Telefonica in cybersecurity | Microsoft to unveil AI devices and features ahead of developer conference | Britain's AI safety institute to open US office | South Korea, UK to co-host second global AI summit as boom fans risks | Microsoft offers cloud customers AMD alternative to Nvidia AI processors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-21,cc,6,"Microsoft talks up tools for making AI software | What are AI PCs? | AI summit secures safety commitments from 16 companies, statement says | Europe sets benchmark for rest of the world with landmark AI laws | Sanofi partners with OpenAI, Formation Bio on AI-driven drug development | Scarlett Johansson says OpenAI chatbot voice 'eerily similar' to hers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-22,cc,4,"Microsoft backs tree-planting carbon removal scheme in Panama | Summit host South Korea says world must cooperate on AI technology | Microsoft, G42 to invest $1 billion in Kenya, build data center | Microsoft : and G42 announce $1 billion comprehensive digital ecosystem initiati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-23,cc,6,Microsoft's UAE deal could transfer key U.S. chips and AI technology abroad | Kenya Secures Sh132.3bn Deal to Boost Digital Economy | Microsoft invests with G42 in a project in Kenya | Scarlett Johansson's OpenAI feud rekindles Hollywood fear of artificial intellig | Microsoft's UAE deal could transfer key U.S. chips and AI technology abroad | Sam Altman's OpenAI signs content agreement with News Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-24,cc,1,EU data protection board says ChatGPT still not meeting data accuracy standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-29,cc,3,"OpenAI signs content deals with The Atlantic and Vox Media | Arm offers new designs, software for AI on smartphones | Ex-OpenAI board member provides her first detailed account of CEO ouster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-30,cc,4,"OpenAI has stopped five attempts to misuse its AI for 'deceptive activity' | OpenAI responds to warnings of self governance by former board members, the Econ | OpenAI's Tie-Up With Grab to Give Southeast Asian Firm an AI Boost -- Update | Grab to Collaborate with OpenAI to Enhance User Experience",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-03,cc,2,"British tech founder Mike Lynch committed fraud, US prosecutor says | News Highlights : Top Company News of the Day - Friday at 7 PM ET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-04,cc,3,"Germany's SAP Expands Partnerships With Big Tech in AI Push | Advocacy group accuses Microsoft of shifting child data role onto schools | Microsoft to lay off hundreds in Azure cloud business, Business Insider reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-06,cc,2,"Justice Department, FTC Reach Deal for Antitrust Inquiries of Microsoft, OpenAI, | US regulators to open antitrust inquiries of Microsoft, OpenAI and Nvidia, NYT r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-07,cc,2,LinkedIn disables tool for targeted ads to comply with EU tech rules | Banks say growing reliance on Big Tech for AI carries new risks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-10,cc,3,"Correction to OpenAI Taps Sarah Friar as Finance Chief Article | OpenAI Taps Sarah Friar as Finance Chief, Boosts Executive Team | Microsoft: share price advances, New Street initiates a buy decision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-11,cc,5,"MediaTek designs Arm-based chip for Microsoft's AI laptops, say sources | French Startup Mistral AI Raises $650 Million in Bid to Scale Up | Microsoft: strategic collaboration renewed with Repsol | Mistral AI raises 600 mln euros led by General Catalyst | Microsoft: cybersecurity program for hospitals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-12,cc,5,"Wall St gears for higher open after cool inflation data; Fed decision on tap | Microsoft: partnership with Eviden, a subsidiary of Atos | Microsoft: Repsol to supply renewable electricity | Denmark's European Energy signs long-term power deals with Microsoft | Oracle To Provide Additional Capacity For OpenAI on Microsoft Azure AI Platform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-13,cc,6,Microsoft president testifies before House panel over security lapses after Chin | Microsoft President Brad Smith Says Company Has Been Reducing It… | EU's new AI rules ignite battle over data transparency | Microsoft announces quarterly dividend | Openai's Annualized Revenue Doubles To $3.4 Billion Since Late 2… | Communication Services Shares Little Changed -- Communications Services Roundup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-14,cc,3,Microsoft to invest $7.16 bln in new data centres in northeastern Spain | French tech firms warn immigration curbs could threaten AI ambitions | Tech Advances as Apple Surges - Tech Roundup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-17,cc,1,OpenAI CEO says company could become benefit corporation- The Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-18,cc,1,Microsoft to buy 8 million carbon credits from BTG Pactual in largest-ever sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-20,cc,2,"UK takes top spot in Europe for GenAI startups, Accel says | Asian stocks rise on tech rally, Fed rate cut wagers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-21,cc,2,"Wall Street futures edge lower ahead of business survey data | Asian FX muted on robust dollar, rupiah at 4-year low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-24,cc,1,"OpenAI buys database analytics firm Rockset in nine-figure stock deal, sources s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-25,cc,9,"Microsoft's decades-long battle with EU antitrust regulators | Microsoft: EC sends its list of grievances concerning Teams | Chinese AI firms woo OpenAI users as U.S. company plans API restrictions | Microsoft Might Have Breached Competition Rules Over Teams Bundling, EU Says | EvolutionaryScale lands $142 mln to advance AI in biology | EU charges Microsoft with abusive bundling of Teams with Office | Microsoft Says Will Work To Find Solutions To Address Eu Regulat… | Eu Antitrust Regulators Charge Microsoft With Abusive Bundling O… | OpenAI to cut access to tools for developers in China and other regions, Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-26,cc,1,OpenAI delays rolling out its 'Voice Mode' to July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-28,cc,5,"Microsoft: partnership with Proximus in the sovereign cloud | EU seeks views on Microsoft, OpenAI, Google and Samsung deals, EU's Vestager say | Eu Antitrust Regulators Seek Views On Exclusivity Clauses In Mic… | Microsoft tells clients Russian group hacked into emails, Bloomberg News reports | Microsoft tells clients Russian hackers viewed emails, Bloomberg News reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-02,cc,4,Microsoft: strengthened cybersecurity collaboration with IBM | Craneware strengthens Microsoft relationship with landmark deal | Craneware Agrees Microsoft AI Alliance for U.S. Healthcare Industry | Microsoft consolidates retail channels in China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-03,cc,2,"Microsoft settles California probe over worker leave for $14 mln | China leading generative AI patents race, UN report says",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-05,cc,2,"OpenAI details stolen in cyber attack: NYT | OpenAI's internal AI details stolen in 2023 breach, NYT reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-09,cc,2,"China leads the world in adoption of generative AI, survey shows | European carbon removal specialists to support new projects in India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-10,cc,15,"Microsoft in $22 mln deal to settle cloud complaint, ward off regulators | Microsoft paying $21.7 mln to settle trade body antitrust complaint, sources say | Microsoft Stepping Down From Openai Board Unlikely To Resolve Us… | Microsoft clinches deal to settle CISPE antitrust complaint | Cispe To Eu Antitrust Complaint About Microsoft… | Microsoft To Offer Multi-Million Euro Payout To Cispe… | Microsoft Offers To Allow Cispe Members To Run Microso… | Trade Body Cispe Clinches Deal With Microsoft To Resol… | Trending : Microsoft Leaves Seat on OpenAI Board | North American Morning Briefing : Powell's Second Day of Remarks Awaited | Microsoft ditches OpenAI board observer seat | Microsoft Withdraws From OpenAI's Board Amid Antitrust Scrutiny -- Update | Microsoft Withdraws From OpenAI's Board Amid Antitrust Scrutiny | Microsoft ditches OpenAI board observer seat amid regulatory scrutiny | Microsoft Says Seat Not Necessary After Openai's Significant Pro…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-11,cc,2,"US Republican lawmakers concerned over Microsoft-G42 AI deal, letter says | Republican lawmakers deeply concerned over Microsoft-G42 AI deal, letter says",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-12,cc,2,VuDecide AI Agent for Shock Resilient Demand Planning Now Available on Microsoft | U.S. Lawmakers Seek Probe of Microsoft's $1.5 Billion Deal With Abu Dhabi AI Fir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-15,cc,1,OpenAI working on new reasoning technology under code name 'Strawberry',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-16,cc,4,Microsoft Faces U.K. Antitrust Probe Over Inflection AI Ties -- 2nd Update | Microsoft Faces U.K. Antitrust Probe Over Inflection AI Ties -- Update | Microsoft Faces U.K. Competition Probe Over Inflection AI Ties | UK watchdog starts probe into Microsoft hiring former Inflection AI staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-17,cc,1,"Google-backed software developer GitLab explores sale, sources say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-18,cc,1,OpenAI Has Talked To Broadcom About Developing New Ai Chip- The Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-19,cc,9,"Stocks fall as global cyber outage weighs; dollar set for weekly gain | Tech sell-off, cyber outages cap a choppy week for world markets | Wall St Week Ahead-Investors count on earning to calm $900 billion US tech rout | Microsoft Says Resolution to Major IT Outage is Forthcoming | Two German hospitals cancel elective operations citing global IT outage | Microsoft Reports Major Service Outage Affecting Users Worldwide | Microsoft cloud outage causes airlines to ground flights | Microsoft outage causes Frontier airlines to briefly ground all flights | Frontier says operations impacted by Microsoft outage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-22,cc,2,U.S. Vice President Harris' views on business issues | Pomerantz Law Firm Investigates Claims On Behalf of Investors of Microsoft Corpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-24,cc,5,"Pomerantz Law Firm Investigates Claims On Behalf of Investors of Microsoft Corpo | Microsoft aims to boost AI workload capacity with Lumen Technologies partnership | OpenAI assigns new project to AI safety leader Madry in revamp | OpenAI's Altman Says Aleksander Is Working On A New And V Important Research Pro | OpenAI reassigns AI safety leader Madry, The Information reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-25,cc,1,OpenAI announces AI-powered search tool SearchGPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-26,cc,3,Take Five: Scores on the doors for Big Tech | MORNING BID ASIA-Stocks not out of the woods after trying to recover | Google AI systems make headway with math in progress toward reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-30,cc,3,"London's FTSE 100 slips as corporate earnings, investor caution weigh | European shares open higher ahead of Fed meeting, Euro inflation data | Commodities slip, stocks steady ahead of Fed, BOJ rate decisions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-31,cc,11,"Stocks rise, bond yields pare losses after Fed decision | Microsoft Corporation : Microsoft | Stocks rise, yen gains after BOJ hikes rates | FTSE called up after BoJ hike; Fed to come | Microsoft : Protecting the public from abusive AI-generated content | Microsoft: Fiscal Q4 Earnings Snapshot | Microsoft : Cloud Strength Drives Fourth Quarter Results | Microsoft : Cloud Strength Drives Fourth Quarter Results Form 8 K | Microsoft : Earnings Release FY24 Q4 | Microsoft Corporation (MSFT) Investigation: Bronstein, Gewirtz & Grossman, LLC E | Microsoft beats quarterly revenue estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-01,cc,1,UAE-based G42 working with US to meet AI standards amid China concerns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-02,cc,3,"QUOTES 4-Equities sell off, Nasdaq on track for correction, bond yields sink | Equities sell off, Nasdaq down 3%, bond yields sink | Pomerantz Law Firm Investigates Claims On Behalf of Investors of Microsoft Corpo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-05,cc,3,"MSFT Investors Have Opportunity to Join Microsoft Corporation Fraud Investigatio | QUOTES 6-Equities sell off, Nasdaq on track for correction, bond yields sink | US court upholds rule granting work permits to visa holders' spouses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-08,cc,1,OpenAI appoints Carnegie Mellon professor to board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-12,cc,1,X hit with Austrian data use complaint over AI training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-13,cc,2,World Bank prices $225 million bond linked to Amazon reforestation | Teams Forge Communication Shortcuts Across Large Organizations to Keep Informati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-16,cc,4,"OpenAI Says Banned Accounts Linked To Iranian Influence Operation Using ChatGPT  | Openai: Banned These Accounts From Using Our Services, And We Co… | Companies need more AI competency at board level, Norway's wealth fund says | US lawmakers urge probe of WiFi router maker TP-Link over fears of Chinese cyber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-20,cc,1,OpenAI signs deal with Condé Nast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-22,cc,1,Microsoft cuts first-quarter intelligent cloud revenue forecast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-26,cc,1,OpenAI supports California AI bill requiring 'watermarking' of synthetic content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-28,cc,1,"OpenAI in talks to raise funding at over $100 billion valuation, WSJ reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-29,cc,4,"Apple in talks to join OpenAI funding round, WSJ reports | OpenAI, Anthropic sign deals with US govt for AI research and testing | UK reshapes its AI strategy under pressure to cut costs | Contentious California AI bill passes legislature, awaits governor's signature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-08-30,cc,1,OpenAI says ChatGPT's weekly users have grown to 200 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-04,cc,2,Exclusive-OpenAI co-founder Sutskever's new safety-focused AI startup SSI raises | Microsoft Spared U.K. Antitrust Investigation Over Ties to Inflection AI -- Upda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-05,cc,2,"OpenAI considers pricier subscriptions to its Chatbot AI, The Information report | Ilya Sutskever on how AI will change and his new startup Safe Superintelligence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-09,cc,1,Microsoft: major breakthrough in partnership with Palantir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-10,cc,1,"OpenAI, Thrive Capital Back AI Drug Discovery Startup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-12,cc,5,"OpenAI launches new series of AI models to solve hard problems | Microsoft Hires GE's Ex-Finance Chief Happe to Lead Operations | Microsoft 365 down for thousands of users, Downdetector shows | Microsoft to cut 650 support jobs in Xbox Games unit, Bloomberg News reports | OpenAI in talks to raise funds at $150 bln valuation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-13,cc,2,Occidental's 1PointFive secures funding of up to $500 million from US DOE | OpenAI launches 'Strawberry' bots with 'reasoning' abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-16,cc,1,Exclusive-OpenAI's stunning $150 billion valuation hinges upending corporate str,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-17,cc,6,"EA confident about annual bookings, announces new 'Battlefield' title | Microsoft: dividend increase and share buybacks | Microsoft : Another important step in advancing responsible AI to serve the worl | Microsoft approves new $60 billion share buyback | OpenAI's safety committee to oversee security practices as an independent body | Microsoft Boosts Dividend by 8 Cents; New Buyback Approved -- Update",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-18,cc,5,"Microsoft Spared EU Antitrust Probe Over Inflection AI Ties | EU antitrust regulators will not act on Microsoft's hiring of inflection staff | Trending : Microsoft, BlackRock Set $30 Billion AI Infrastructure Fund | Microsoft : BlackRock, Global Infrastructure Partners, Microsoft and MGX launch  | Microsoft and BlackRock plan $30 billion fund to invest in AI infrastructure, FT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-19,cc,2,Judge Pitman Grants Summary Judgment Of No Damages After Excluding Plaintiff's E | Communications Services Flat as Traders Digest Policy Shift - Communications Ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-20,cc,6,"Microsoft deal propels Three Mile Island restart, with key permits still needed | Xbox's President Lays the Groundwork for Next Console | US nuclear regulator has not gotten application for Three Mile Island restart | Three Mile Island nuclear plant could restart on Microsoft AI power deal | Microsoft: nuclear power purchased from Constellation | Constellation Energy Shares Rise on Power Deal Microsoft, Restart of Three Mile ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-23,cc,2,"Three Mile Island Nuclear Plant Will Power Microsoft AI | UAE seeks closer AI, tech ties in Biden talks as China interest stirs US concern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-24,cc,3,"Microsoft may pay Constellation premium in Three Mile Island power agreement, Je | US nuclear plants won't power up Big Tech's AI ambitions right away | Microsoft may pay Constellation premium in Three Mile Island power agreement, Je",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-09-25,cc,2,Google files complaint to EU over Microsoft cloud practices | Microsoft to Invest $1.3 Billion in AI in Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
